加权排名,原始排名,排名变化,Twitter用户名,显示名称,加权总分,原始总分,分数增幅%,出现次数,平均排名,最高排名,最低排名,官方认证,蓝V认证,粉丝数,相关产品列表
2517,2478,-39,SumanMishra_,Suman Mishra,2.27,1.55,46.83,1,417.0,417,417,,,444,Manus
2518,2540,22,DalinHuang,Dalin Huang,2.26,1.37,64.87,1,429.0,429,429,✓,,6335,Claude 4
2519,2546,27,ant2357,Ant,2.25,1.36,65.69,1,430.0,430,430,,,1138,Sora 2
2520,2485,-35,fefetpix,Fefe ❤️🖤,2.25,1.53,46.83,1,418.0,418,418,✓,,1386,Manus
2521,2539,18,bebebabie05,BeBe | RECALL👑,2.24,1.37,63.48,1,429.0,429,429,✓,,973,Gemini 2.5
2522,2482,-40,andy_matuschak,Andy Matuschak,2.24,1.53,46.32,1,418.0,418,418,✓,,59612,GPT-4
2523,2545,22,Maxwell_Coder,Maxwell 💡,2.24,1.36,64.87,1,430.0,430,430,,,1546,Claude 4
2524,2562,38,MLarchanka,Миша Ларченко,2.23,1.29,73.10,1,435.0,435,435,✓,,2936,Gemini 2.0 Flash
2525,2506,-19,hiro_gamo,Hirosato Gamo | AI Cloud Solution Architect,2.23,1.46,53.49,1,423.0,423,423,✓,,12415,GPT-4.5
2526,2488,-38,ytk_matsuda,松田悠玄＠独りネット起業２１年目,2.22,1.51,46.83,1,419.0,419,419,✓,,3568,Manus
2527,2544,17,Xianbao_QIAN,Tiezhen WANG,2.22,1.36,63.48,1,430.0,430,430,✓,,7537,Gemini 2.5
2528,2468,-60,tenderlove,Aaron Patterson,2.22,1.59,39.48,2,484.5,470,499,✓,,65171,"GitHub Copilot, GitHub Copilot"
2529,2550,21,Krptonoob,Anointed,2.21,1.33,65.85,1,432.0,432,432,,,4794,GPT-5
2530,2551,21,biricoder,coderbiri,2.20,1.33,65.69,1,432.0,432,432,,,275,Sora 2
2531,2542,11,HenryLXIII,Lobo Ibérico,2.20,1.36,62.36,1,430.0,430,430,,,699,Veo 2
2532,2494,-38,seiichi_satoweb,佐藤誠一@AIライター＆プロンプトエンジニア,2.20,1.50,46.83,2,489.5,484,495,✓,,15269,"Manus, Manus"
2533,2508,-25,BenGalley,Ben Galley,2.19,1.44,51.77,1,424.0,424,424,,,11266,Cursor
2534,2556,22,sianyinka,Yinka,2.18,1.32,65.69,1,433.0,433,433,✓,,795,Sora 2
2535,2496,-39,sjakhaaheim,Sjak R. Haaheim 🎗️🇳🇴,2.18,1.48,46.83,1,421.0,421,421,✓,,12004,Manus
2536,2521,-15,tobyordoxford,Toby Ord,2.17,1.41,53.49,1,426.0,426,426,,,26152,GPT-4.5
2537,2560,23,GeoBlitzy,blizzy,2.16,1.30,65.69,1,434.0,434,434,,,1709,Sora 2
2538,2499,-39,Erik_Helmerson,Erik Helmerson,2.16,1.47,46.83,1,422.0,422,422,,,24571,Manus
2539,2555,16,koylanai,Muratcan Koylan,2.15,1.32,63.48,1,433.0,433,433,✓,,8510,Gemini 2.5
2540,2497,-43,ryanshrout,Ryan Shrout,2.15,1.47,46.32,1,422.0,422,422,✓,,18610,GPT-4
2541,2559,18,serpinxbt,Serpin Taxt,2.15,1.30,64.87,1,434.0,434,434,✓,,20606,Claude 4
2542,2578,36,p_e_cooper,P.E. Cooper 🇺🇸,2.15,1.24,73.10,1,439.0,439,439,✓,,2682,Gemini 2.0 Flash
2543,2553,10,japonton,Jose Antonio Ponton,2.14,1.32,62.36,1,433.0,433,433,✓,,319453,Veo 2
2544,2503,-41,NEJM,NEJM,2.13,1.46,46.32,1,423.0,423,423,✓,,935766,GPT-4
2545,2582,37,curisoai,Curiso,2.13,1.23,73.10,1,440.0,440,440,,,3072,Gemini 2.0 Flash
2546,2531,-15,stitchdegen,Stitch,2.12,1.38,53.49,1,428.0,428,428,✓,,3245,GPT-4.5
2547,2557,10,error_profesor,Profesor Error 🎓,2.12,1.30,62.36,1,434.0,434,434,✓,,3484,Veo 2
2548,2511,-37,HanchungLee,Han,2.12,1.44,46.83,1,424.0,424,424,✓,,3833,Manus
2549,2566,17,clivassy,Julia 🌞,2.11,1.28,64.87,1,436.0,436,436,✓,,2402,Claude 4
2550,2569,19,longjuanfenggo,龙卷风,2.10,1.27,65.69,1,437.0,437,437,✓,,727,Sora 2
2551,2515,-36,Yangyixxxx,Yangyi,2.09,1.43,46.83,1,425.0,425,425,✓,,107205,Manus
2552,2591,39,KEETY2591756,KEETY｜AIクリエイター,2.08,1.20,73.10,1,442.0,442,442,✓,,938,Gemini 2.0 Flash
2553,2535,-18,iuditg,Udit Goenka,2.08,1.37,51.77,1,429.0,429,429,✓,,58857,Cursor
2554,2576,22,yigitkonur,Yigit Konur,2.08,1.25,65.85,1,438.0,438,438,✓,,16925,GPT-5
2555,2577,22,DaveThackeray,Thack,2.08,1.25,65.69,1,438.0,438,438,,,3871,Sora 2
2556,2564,8,markgadala,Mark Gadala-Maria,2.07,1.28,62.36,1,436.0,436,436,✓,,60014,Veo 2
2557,2522,-35,dagensnyheter,Dagens Nyheter,2.07,1.41,46.83,1,426.0,426,426,,,323612,Manus
2558,2568,10,saradietschy,Sara Dietschy 🍑y,2.07,1.27,63.48,1,437.0,437,437,✓,,171117,Gemini 2.5
2559,2518,-41,say_cem,Cem Say,2.07,1.41,46.32,1,426.0,426,426,✓,,371126,GPT-4
2560,2575,15,HououinTyouma,Mad ML scientist,2.07,1.25,64.87,1,438.0,438,438,✓,,2832,Claude 4
2561,2527,-34,RadioAPPLefess,Radio APPLe : Reverse1999 Base 🍎,2.05,1.40,46.83,1,427.0,427,427,,,3511,Manus
2562,2574,12,gamansinai2024,好きなことをYou,2.05,1.25,63.48,1,438.0,438,438,,,485,Gemini 2.5
2563,2580,17,YahooFinance,Yahoo Finance,2.04,1.24,64.87,1,439.0,439,439,✓,,1966000,Claude 4
2564,2547,-17,EvanHandler,Evan Handler,2.04,1.34,51.77,1,431.0,431,431,,,41294,Cursor
2565,2517,-48,ZachWeiner,Zach Weinersmith,2.03,1.42,42.88,2,494.5,494,495,,,100027,"GitHub Copilot, GPT-4"
2566,2532,-34,cherriimi,𝙖𝙧𝙞𝙨𝙖 🥀,2.03,1.38,46.83,1,428.0,428,428,,,8283,Manus
2567,2579,12,torahgunes,triggern,2.03,1.24,63.48,1,439.0,439,439,,,1657,Gemini 2.5
2568,2538,-30,niklasborg,Niklas Borg,2.01,1.37,46.83,1,429.0,429,429,✓,,2820,Manus
2569,2536,-33,ducavendish,E. Cavendish,2.01,1.37,46.32,1,429.0,429,429,✓,,158840,GPT-4
2570,2594,24,anthonyronning_,Anthony Ronning,2.00,1.20,65.85,1,442.0,442,442,✓,,512,GPT-5
2571,2595,24,RoyalKongz,RoyalKongZ (Laurent),1.99,1.20,65.69,1,442.0,442,442,✓,,5033,Sora 2
2572,2583,11,LaferteArambula,Botlilah malabarista (Marisol)✨,1.99,1.23,62.36,1,440.0,440,440,,,1209,Veo 2
2573,2543,-30,maiko_work_71,まいこ | オンライン秘書×生成AI,1.99,1.36,46.83,1,430.0,430,430,,,521,Manus
2574,2588,14,milan_milanovic,Dr Milan Milanović,1.99,1.22,63.48,1,441.0,441,441,✓,,55332,Gemini 2.5
2575,2612,37,nima_owji,Nima Owji,1.98,1.14,73.10,1,447.0,447,447,✓,,50691,Gemini 2.0 Flash
2576,2599,23,sQuare_QWRQL,一大隻雙層吉士堡,1.98,1.19,65.85,1,443.0,443,443,,,228,GPT-5
2577,2600,23,Knesix,Jesús Enrique Rosas - The Body Language Guy,1.97,1.19,65.69,1,443.0,443,443,✓,,182564,Sora 2
2578,2598,20,shantanugoel,Shantanu Goel,1.96,1.19,64.87,1,443.0,443,443,✓,,15275,Claude 4
2579,2620,41,emilemoureau,Emile,1.96,1.13,73.10,1,448.0,448,448,✓,,1199,Gemini 2.0 Flash
2580,2592,12,DavidLeonAzul1,🔥💙Jota León Azul 💙🔥,1.95,1.20,62.36,1,442.0,442,442,,,34,Veo 2
2581,2525,-56,AzureDevOps,DevOps on Azure,1.95,1.40,39.48,1,427.0,427,427,,,93313,GitHub Copilot
2582,2597,15,techartist_,Techartist,1.95,1.19,63.48,1,443.0,443,443,✓,,8593,Gemini 2.5
2583,2549,-34,dave_krugman,Dave 🏁 🏁 🏁,1.95,1.33,46.32,1,432.0,432,432,✓,,51156,GPT-4
2584,2602,18,tradetool1,tradetool@億り人 - 米国株投資,1.94,1.18,64.87,1,444.0,444,444,✓,,22338,Claude 4
2585,2607,22,JackPeters80,Jack,1.94,1.17,65.69,1,445.0,445,445,✓,,517,Sora 2
2586,2554,-32,afiliate358,おさけ|AIすき。,1.93,1.32,46.83,1,433.0,433,433,✓,,3084,Manus
2587,2572,-15,LanaElys,Lana,1.92,1.25,53.49,1,438.0,438,438,✓,,156,GPT-4.5
2588,2610,22,patio11,Patrick McKenzie,1.92,1.16,65.85,1,446.0,446,446,✓,,184780,GPT-5
2589,2601,12,faraz0x,frz.🪽,1.92,1.18,62.36,1,444.0,444,444,,,4119,Veo 2
2590,2558,-32,yuxtukuri12092,ゆっくりくん@ゼロから稼ぐAI×副業術,1.91,1.30,46.83,1,434.0,434,434,✓,,753,Manus
2591,2606,15,PPEOJ,AD,1.91,1.17,63.48,1,445.0,445,445,✓,,24382,Gemini 2.5
2592,2571,-21,drewhouston,Drew Houston,1.90,1.25,51.77,1,438.0,438,438,✓,,268740,Cursor
2593,2618,25,PlayerNatural9,なめるなよ,1.90,1.14,65.69,1,447.0,447,447,,,14155,Sora 2
2594,2563,-31,tamacoin_tamao,たまコイン＠発展途上国底辺FIRE民,1.90,1.29,46.83,1,435.0,435,435,✓,,29533,Manus
2595,2609,14,TheRedWall__,Red,1.89,1.16,63.48,1,446.0,446,446,✓,,262,Gemini 2.5
2596,2617,21,Artificoll,Aniq Ray,1.89,1.14,64.87,1,447.0,447,447,✓,,792,Claude 4
2597,2622,25,indyveda,IndyV,1.88,1.13,65.85,1,448.0,448,448,✓,,109,GPT-5
2598,2623,25,RichSilverX,Rich Silver,1.88,1.13,65.69,1,448.0,448,448,✓,,8056,Sora 2
2599,2565,-34,Minami_myway,みなみ| online worker,1.88,1.28,46.83,1,436.0,436,436,,,312,Manus
2600,2616,16,LiTianleli,Tianle (Tim) Li,1.87,1.14,63.48,1,447.0,447,447,✓,,6059,Gemini 2.5
2601,2586,-15,cirnosad,Korobochka (コロボ) 🇦🇺✝️,1.87,1.22,53.49,1,441.0,441,441,✓,,64633,GPT-4.5
2602,2626,24,anymose96,anymose 💢 🐦‍⬛,1.86,1.12,65.69,1,449.0,449,449,✓,,25722,Sora 2
2603,2613,10,genspark_japan,Genspark (ジェンスパーク) : 日本公式,1.86,1.14,62.36,1,447.0,447,447,✓,,23897,Veo 2
2604,2567,-37,FrankFeighan,Frank Feighan T.D.,1.86,1.27,46.83,1,437.0,437,437,,,10039,Manus
2605,2642,37,oooxxxx,石井佑介,1.85,1.07,73.10,1,454.0,454,454,✓,,1756,Gemini 2.0 Flash
2606,2629,23,JaboodyShow,The Jaboody Show,1.84,1.11,65.69,1,450.0,450,450,,,11943,Sora 2
2607,2573,-34,AunySillyMe,Auny 🧡,1.84,1.25,46.83,1,438.0,438,438,✓,,20747,Manus
2608,2628,20,ChanHitto3,くらちひとみ＠税理士xAIクリエーター,1.83,1.11,64.87,1,450.0,450,450,✓,,621,Claude 4
2609,2631,22,WIRED,WIRED,1.82,1.10,65.85,1,451.0,451,451,✓,,9671509,GPT-5
2610,2636,26,Jakub_AI_Art,Jakub,1.80,1.09,65.69,1,452.0,452,452,✓,,1608,Sora 2
2611,2584,-27,ASychov,Artur Sychov ᯅ,1.80,1.23,46.83,1,440.0,440,440,✓,,12238,Manus
2612,2561,-51,srlm,silvio meira,1.80,1.29,39.48,1,435.0,435,435,,,152953,GitHub Copilot
2613,2581,-32,wired_jp,WIRED.jp,1.80,1.23,46.32,1,440.0,440,440,,,432420,GPT-4
2614,2635,21,haider__anis,Haider Anis,1.80,1.09,64.87,1,452.0,452,452,✓,,13584,Claude 4
2615,2604,-11,justjoshinyou13,Josh You,1.79,1.17,53.49,1,445.0,445,445,,,1936,GPT-4.5
2616,2640,24,capitan_rekt,Captain REKT,1.79,1.08,65.69,1,453.0,453,453,✓,,1196,Sora 2
2617,2587,-30,hashimoto_no14,はしもと社長｜ChatGPTと無料AIツールの活用法,1.78,1.22,46.83,1,441.0,441,441,✓,,40161,Manus
2618,2634,16,alitekintr,Ali Tekin,1.78,1.09,63.48,1,452.0,452,452,✓,,560175,Gemini 2.5
2619,2585,-34,amix3k,Amir Salihefendić,1.78,1.22,46.32,1,441.0,441,441,✓,,32242,GPT-4
2620,2639,19,ErnestoSOFTWARE,Ernesto Lopez,1.78,1.08,64.87,1,453.0,453,453,✓,,24493,Claude 4
2621,2657,36,yashrajmaher,Yashraj,1.78,1.03,73.10,1,458.0,458,458,,,45,Gemini 2.0 Flash
2622,2646,24,luc3ryss,Luke⚜️ (nicolas de lenfent’s lawyer),1.77,1.07,65.85,1,454.0,454,454,,,1216,GPT-5
2623,2633,10,MeetPatelTech,Patel Meet,1.77,1.09,62.36,1,452.0,452,452,,,3630,Veo 2
2624,2593,-31,ManVsMiniatures,"The Roarmaster, Bearus Ursacal",1.77,1.20,46.83,1,442.0,442,442,✓,,1196,Manus
2625,2638,13,Web3heibai,BW🕶️黑白,1.76,1.08,63.48,1,453.0,453,453,✓,,65261,Gemini 2.5
2626,2590,-36,takapon_jp,堀江貴文(Takafumi Horie、ホリエモン),1.76,1.20,46.32,1,442.0,442,442,✓,,3594215,GPT-4
2627,2645,18,forgebitz,Klaas,1.76,1.07,64.87,1,454.0,454,454,✓,,20479,Claude 4
2628,2614,-14,vikhyatk,vik,1.76,1.14,53.49,1,447.0,447,447,✓,,22700,GPT-4.5
2629,2596,-33,aochiorta,aochi | cf21,1.75,1.19,46.83,1,443.0,443,443,,,3722,Manus
2630,2570,-60,dotnet,.NET,1.75,1.25,39.48,1,438.0,438,438,,,337361,GitHub Copilot
2631,2644,13,broeastr,东方兄 💜,1.74,1.07,63.48,1,454.0,454,454,✓,,2702,Gemini 2.5
2632,2611,-21,joehewitt,Joe Hewitt,1.74,1.14,51.77,1,447.0,447,447,✓,,27754,Cursor
2633,2652,19,fumisan_ino,ふみさん,1.74,1.05,65.85,1,456.0,456,456,,,151,GPT-5
2634,2653,19,hthighway,Paul Hawkins,1.73,1.05,65.69,1,456.0,456,456,✓,,245,Sora 2
2635,2648,13,TrongPhucPham,YenosPham ⌘,1.73,1.06,63.48,1,455.0,455,455,✓,,1237,Gemini 2.5
2636,2670,34,mitchellbwright,Mitchell Wright,1.72,1.00,73.10,1,461.0,461,461,✓,,2352,Gemini 2.0 Flash
2637,2656,19,a_matsumoto,まつもとあつし,1.72,1.04,65.69,1,457.0,457,457,,,7486,Sora 2
2638,2647,9,tkipf,Thomas Kipf,1.72,1.06,62.36,1,455.0,455,455,✓,,28022,Veo 2
2639,2605,-34,kei31,けいすけ / AIマンガ家,1.71,1.17,46.83,1,445.0,445,445,✓,,59030,Manus
2640,2651,11,kkmaway,Krishna Memani,1.71,1.05,63.48,1,456.0,456,456,✓,,36614,Gemini 2.5
2641,2603,-38,sampullara,Sam Pullara,1.71,1.17,46.32,1,445.0,445,445,✓,,15890,GPT-4
2642,2675,33,AgentsQueen0o,𝐿𝒶𝒹𝓎𝒟𝐵𝓊𝑔0𝑜⁎∗❥⃝**͙✩｡.•*✦¨*•♬✧,1.71,0.99,73.10,1,462.0,462,462,✓,,16,Gemini 2.0 Flash
2643,2624,-19,TheCoolestCool,Ross Simmonds,1.70,1.12,51.77,1,449.0,449,449,✓,,72238,Cursor
2644,2649,5,afewflowers12,a few flowers,1.70,1.05,62.36,1,456.0,456,456,,,143,Veo 2
2645,2608,-37,JameeloJameelo1,Kamil W🇵🇱🇸🇪,1.70,1.16,46.83,1,446.0,446,446,✓,,449,Manus
2646,2660,14,robertghrist,prof-g,1.69,1.03,64.87,1,458.0,458,458,✓,,23563,Claude 4
2647,2680,33,TheMatthewAo,Matthew Ao,1.69,0.98,73.10,1,463.0,463,463,✓,,1704,Gemini 2.0 Flash
2648,2663,15,Dankboi68REAL,Punished Dankboi68,1.68,1.02,65.69,1,459.0,459,459,,,1374,Sora 2
2649,2654,5,irinodoesntknow,Luka ◟̽◞̽,1.68,1.04,62.36,1,457.0,457,457,,,1409,Veo 2
2650,2615,-35,Olise17SZN_,OlisinhoSZN,1.68,1.14,46.83,1,447.0,447,447,,,139,Manus
2651,2589,-62,scottgu,Scott Guthrie,1.68,1.20,39.48,1,442.0,442,442,✓,,148228,GitHub Copilot
2652,2659,7,ChezRD,✍️ Чез 🦄@,1.68,1.03,63.48,1,458.0,458,458,✓,,4040,Gemini 2.5
2653,2662,9,o_mega___,o-mega.ai,1.67,1.02,64.87,1,459.0,459,459,,,228,Claude 4
2654,2683,29,gyakuse,逆瀬川,1.67,0.97,73.10,1,464.0,464,464,✓,,6169,Gemini 2.0 Flash
2655,2667,12,NavotV,Navot Volk,1.67,1.01,65.85,1,460.0,460,460,,,14608,GPT-5
2656,2658,2,lotuscaterham20,Lotus-Caterham,1.66,1.03,62.36,1,458.0,458,458,,,2318,Veo 2
2657,2621,-36,Ro_Smith,Rohan Smith,1.66,1.13,46.83,1,448.0,448,448,,,7372,Manus
2658,2619,-39,NatureHumBehav,Nature Human Behaviour,1.66,1.13,46.32,1,448.0,448,448,,,28612,GPT-4
2659,2687,28,KuittinenPetri,Petri Kuittinen,1.66,0.96,73.10,1,465.0,465,465,✓,,7184,Gemini 2.0 Flash
2660,2673,13,PnShinoda,Luminaria-409,1.65,1.00,65.85,1,461.0,461,461,,,22,GPT-5
2661,2674,13,laugh_in_pain,laugh&pain 🗿,1.65,1.00,65.69,1,461.0,461,461,,,2821,Sora 2
2662,2625,-37,BARMYTUBE,ARMYTUBE⁷,1.65,1.12,46.83,1,449.0,449,449,,,4080,Manus
2663,2666,3,GoBigBabe,Byola,1.64,1.01,63.48,1,460.0,460,460,✓,,1745,Gemini 2.5
2664,2692,28,DeniedDarkling,Strant,1.64,0.95,73.10,1,466.0,466,466,✓,,175,Gemini 2.0 Flash
2665,2677,12,narendnp_,Narend🔺🌺,1.63,0.99,65.85,1,462.0,462,462,,,486,GPT-5
2666,2678,12,AI_Ethicist_NYC,Whisper Dan,1.63,0.99,65.69,1,462.0,462,462,✓,,3229,Sora 2
2667,2627,-40,kojika_edu,こじか🦌@教育×AI,1.63,1.11,46.83,1,450.0,450,450,,,2331,Manus
2668,2672,4,yueya_eth,Yueya.eth,1.63,1.00,63.48,1,461.0,461,461,✓,,37173,Gemini 2.5
2669,2697,28,IvanArcus,Iván Arcuschin,1.62,0.94,73.10,1,467.0,467,467,✓,,312,Gemini 2.0 Flash
2670,2641,-29,willahmed,Will Ahmed,1.62,1.07,51.77,1,454.0,454,454,✓,,57230,Cursor
2671,2671,0,manishkhosiya,Manish Kumar,1.62,1.00,62.36,1,461.0,461,461,✓,,92602,Veo 2
2672,2630,-42,Snubs,Shannon Morse,1.61,1.10,46.83,1,451.0,451,451,,,74010,Manus
2673,2684,11,benitoz,Ben Pouladian,1.60,0.97,65.69,1,464.0,464,464,✓,,7557,Sora 2
2674,2676,2,Deeky8383,XMultiGrok,1.60,0.99,62.36,1,462.0,462,462,✓,,1278,Veo 2
2675,2632,-43,NAChristakis,Nicholas A. Christakis,1.59,1.09,46.32,1,452.0,452,452,✓,,188960,GPT-4
2676,2706,30,madhav1,Fate,1.59,0.92,73.10,1,469.0,469,469,✓,,975,Gemini 2.0 Flash
2677,2690,13,igz0,いぐぞー ✈️ 旅するプログラマー,1.59,0.96,65.85,1,465.0,465,465,✓,,23036,GPT-5
2678,2691,13,NightmaresAi,Artificial.Nightmares,1.58,0.96,65.69,1,465.0,465,465,✓,,1112,Sora 2
2679,2681,2,maandreshyp,maandreshyp CEO of Me la pela,1.58,0.98,62.36,1,463.0,463,463,,,1659,Veo 2
2680,2637,-43,kingofknowwhere,Ankit Jxa,1.58,1.08,46.83,1,453.0,453,453,✓,,9863,Manus
2681,2711,30,shresbm,Shrestha Basu Mallick,1.57,0.91,73.10,1,470.0,470,470,✓,,3077,Gemini 2.0 Flash
2682,2695,13,OviamCode,OviamCode,1.57,0.95,65.69,1,466.0,466,466,✓,,117,Sora 2
2683,2643,-40,ylt19,ꋬꋊꀘ꒤ꋪ.,1.57,1.07,46.83,1,454.0,454,454,,,2046,Manus
2684,2713,29,hSATAC,Ash Wu,1.56,0.90,73.10,1,471.0,471,471,,,3182,Gemini 2.0 Flash
2685,2700,15,Stark7Daria,Daria Stark,1.55,0.94,65.85,1,467.0,467,467,,,22,GPT-5
2686,2701,15,Raintheplug1,Rain The Plug,1.55,0.94,65.69,1,467.0,467,467,✓,,3366,Sora 2
2687,2688,1,manuelbergher,Manu Bergher,1.55,0.96,62.36,1,465.0,465,465,✓,,2143,Veo 2
2688,2694,6,FeitengLi,Feiteng,1.55,0.95,63.48,1,466.0,466,466,✓,,971,Gemini 2.5
2689,2650,-39,tcshittiest,tennifer,1.54,1.05,46.83,1,456.0,456,456,,,100,Manus
2690,2699,9,ImanOracle,ImanOracle.eth,1.53,0.94,63.48,1,467.0,467,467,✓,,63884,Gemini 2.5
2691,2705,14,kissingyuriyuri,yuriyuri,1.53,0.93,64.87,1,468.0,468,468,,,141,Claude 4
2692,2709,17,Senju_in_Japan,Senju in Japan,1.52,0.92,65.69,1,469.0,469,469,✓,,10840,Sora 2
2693,2655,-38,Sailor_Martian,Anita's Art Account,1.52,1.04,46.83,1,457.0,457,457,,,49,Manus
2694,2704,10,lennysan,Lenny Rachitsky,1.52,0.93,63.48,1,468.0,468,468,✓,,269675,Gemini 2.5
2695,2708,13,codewithsu,Suhani Singh,1.51,0.92,64.87,1,469.0,469,469,✓,,3490,Claude 4
2696,2712,16,gfodor,gfodor.id,1.51,0.91,65.85,1,470.0,470,470,✓,,32215,GPT-5
2697,2702,5,matvelloso,Mat Velloso,1.51,0.93,62.36,1,468.0,468,468,,,34714,Veo 2
2698,2725,27,seootaku,SEOおたく / LANY,1.50,0.87,73.10,1,475.0,475,475,✓,,23317,Gemini 2.0 Flash
2699,2717,18,BobMute2,Bob Muțe,1.49,0.90,65.85,1,471.0,471,471,✓,,630,GPT-5
2700,2718,18,Shinebynous,Shine by Nous ✨,1.49,0.90,65.69,1,471.0,471,471,✓,,5489,Sora 2
2701,2707,6,MO_IAI,MO,1.49,0.92,62.36,1,469.0,469,469,✓,,20344,Veo 2
2702,2661,-41,akakurot_AI,赤黒柳徹子 / AIの部屋,1.49,1.02,46.83,1,459.0,459,459,✓,,101,Manus
2703,2716,13,joshgans,Joshua Gans,1.48,0.90,64.87,1,471.0,471,471,,,17480,Claude 4
2704,2665,-39,timelyygrace,Timely Ms.Stranger/Grace/Moth ♡,1.48,1.01,46.83,1,460.0,460,460,,,433,Manus
2705,2664,-41,peteskomoroch,Pete Skomoroch,1.47,1.01,46.32,1,460.0,460,460,✓,,51256,GPT-4
2706,2719,13,kaloyanvi,Kaloyan Videlov,1.47,0.89,64.87,1,472.0,472,472,,,234,Claude 4
2707,2669,-38,TheHackersNews,The Hacker News,1.46,1.00,46.32,1,461.0,461,461,,,933586,GPT-4
2708,2723,15,LiJunnan0409,Li Junnan,1.45,0.87,65.85,1,474.0,474,474,✓,,2681,GPT-5
2709,2721,12,ryanjsalva,ryanjsalva,1.44,0.88,63.48,1,473.0,473,473,✓,,1736,Gemini 2.5
2710,2722,12,alxnderhughes,Alex Hughes,1.44,0.87,64.87,1,474.0,474,474,✓,,8085,Claude 4
2711,2739,28,JeepersMedia,🏆Wolf Mike Mozart🏆AI Filmmaker🏆,1.44,0.83,73.10,1,479.0,479,479,✓,,31107,Gemini 2.0 Flash
2712,2728,16,since1795,"Бывший CTAPЛИHK , подпишись , Коты & Crypto",1.43,0.87,65.69,1,475.0,475,475,,,5145,Sora 2
2713,2682,-31,designdelvaux,delvaux,1.43,0.98,46.83,1,463.0,463,463,✓,,16584,Manus
2714,2679,-35,danielnewmanUV,Daniel Newman,1.43,0.98,46.32,1,463.0,463,463,✓,,65939,GPT-4
2715,2727,12,prudent_AI,Prudent AI,1.43,0.87,64.87,1,475.0,475,475,✓,,504,Claude 4
2716,2730,14,E1Farhan,Farhan,1.42,0.86,65.69,1,476.0,476,476,✓,,12531,Sora 2
2717,2726,9,Golldyck,Goldy,1.41,0.87,63.48,1,475.0,475,475,✓,,1799,Gemini 2.5
2718,2732,14,penguinfur1,penguinfur,1.41,0.85,65.85,1,477.0,477,477,,,70,GPT-5
2719,2733,14,curtmega,Curt Mega,1.41,0.85,65.69,1,477.0,477,477,,,58349,Sora 2
2720,2689,-31,JohnCornyn,Senator John Cornyn,1.40,0.96,46.83,1,465.0,465,465,✓,,409500,Manus
2721,2686,-35,Vorewig,Ilya Klishin,1.40,0.96,46.32,1,465.0,465,465,,,28544,GPT-4
2722,2737,15,robinhanson,Robin Hanson,1.39,0.84,65.85,1,478.0,478,478,✓,,113360,GPT-5
2723,2738,15,SushiNFTart,🍣お寿司職人｜CNP Land開発中,1.39,0.84,65.69,1,478.0,478,478,✓,,12990,Sora 2
2724,2693,-31,tellymasala,Telly Masala,1.39,0.95,46.83,1,466.0,466,466,,,37548,Manus
2725,2668,-57,ardalis,@ardalis.com on BlueSky,1.39,1.00,39.48,1,461.0,461,461,,,25257,GitHub Copilot
2726,2756,30,devemin,でべ,1.38,0.80,73.10,1,483.0,483,483,✓,,12276,Gemini 2.0 Flash
2727,2714,-13,yamashi91861086,yanta@金融Webライター+note・Kindle作家,1.38,0.90,53.49,1,471.0,471,471,✓,,3390,GPT-4.5
2728,2744,16,RainLeon9,224,1.38,0.83,65.85,1,479.0,479,479,,,17,GPT-5
2729,2745,16,andr3w,Andrew,1.38,0.83,65.69,1,479.0,479,479,✓,,183239,Sora 2
2730,2698,-32,samya_ai,SAMYA / AIで億超,1.38,0.94,46.83,1,467.0,467,467,✓,,981,Manus
2731,2736,5,alphadrill,Alpha Drill,1.37,0.84,63.48,1,478.0,478,478,✓,,1225,Gemini 2.5
2732,2743,11,kylejeong21,Kyle Jeong,1.37,0.83,64.87,1,479.0,479,479,✓,,3549,Claude 4
2733,2760,27,Lilium_Earhart,リリアム・イアハート,1.37,0.79,73.10,1,484.0,484,484,,,26,Gemini 2.0 Flash
2734,2747,13,joMarch_9,لين المصري 🇸🇾,1.36,0.82,65.69,1,480.0,480,480,,,2367,Sora 2
2735,2735,0,alexfesa123,Alex Magana,1.36,0.84,62.36,1,478.0,478,478,,,2061,Veo 2
2736,2703,-33,SkyNewsAust,Sky News Australia,1.36,0.93,46.83,1,468.0,468,468,✓,,793770,Manus
2737,2742,5,bokunomanga,まさ👨‍🎨 漫画成長垢3.0⚔,1.36,0.83,63.48,1,479.0,479,479,✓,,3134,Gemini 2.5
2738,2746,8,AdarshChetan,Adarsh Chetan,1.36,0.82,64.87,1,480.0,480,480,✓,,61849,Claude 4
2739,2750,11,ScumFuckRen,Ren,1.35,0.81,65.69,1,481.0,481,481,,,1377,Sora 2
2740,2740,0,silvercorp,Yesi Days 🤓,1.35,0.83,62.36,1,479.0,479,479,,,29111,Veo 2
2741,2754,13,ProgPro,Mike,1.34,0.81,65.69,1,482.0,482,482,,,4732,Sora 2
2742,2685,-57,g1,g1,1.33,0.96,39.48,1,465.0,465,465,✓,,15277530,GitHub Copilot
2743,2749,6,kchonyc,Kyunghyun Cho,1.33,0.81,63.48,1,481.0,481,481,✓,,77957,Gemini 2.5
2744,2710,-34,maxdkozlov,Max Kozlov 🇺🇦,1.33,0.91,46.32,1,470.0,470,470,,,4237,GPT-4
